0.000000000000000000e+00,-7.090047352520365042e-04,4.878244010725331327e-04
5.000000000000000104e-03,-7.084125763125657645e-04,4.876787725117273458e-04
1.000000000000000021e-02,-7.077626934648058874e-04,4.874690350559704195e-04
1.499999999999999944e-02,-7.070851448951599814e-04,4.872274450018283169e-04
2.000000000000000042e-02,-7.063584798670598545e-04,4.869295161272703030e-04
2.500000000000000139e-02,-7.055892081457243534e-04,4.865831189323777941e-04
2.999999999999999889e-02,-7.047920288211506363e-04,4.862021151318480974e-04
3.500000000000000333e-02,-7.039531987148383132e-04,4.857732849067428367e-04
4.000000000000000083e-02,-7.030850346327778685e-04,4.853074796562783263e-04
4.499999999999999833e-02,-7.021901420670847646e-04,4.848090842950817107e-04
5.000000000000000278e-02,-7.012428338816995097e-04,4.842468640757319979e-04
5.500000000000000028e-02,-7.002340449048722378e-04,4.836173014378410389e-04
5.999999999999999778e-02,-6.991064942689746101e-04,4.828722219701668777e-04
6.500000000000000222e-02,-6.978366115040221876e-04,4.819990457535359876e-04
7.000000000000000666e-02,-6.964226482916282060e-04,4.809895348109874597e-04
7.499999999999999722e-02,-6.950050022726220363e-04,4.799475562858932084e-04
8.000000000000000167e-02,-6.939991398091389235e-04,4.792761205828024746e-04
8.500000000000000611e-02,-6.933081305028708898e-04,4.789027905309290920e-04
8.999999999999999667e-02,-6.924458964446824575e-04,4.783869158311563783e-04
9.500000000000000111e-02,-6.911986969970459809e-04,4.775357949003664645e-04
1.000000000000000056e-01,-6.898419479432859984e-04,4.766120735485607522e-04
1.049999999999999961e-01,-6.889634337727719438e-04,4.761452340098536792e-04
1.100000000000000006e-01,-6.880716433476958150e-04,4.755692387447474009e-04
1.150000000000000050e-01,-6.860210976353006522e-04,4.737147435244383324e-04
1.199999999999999956e-01,-6.841125288982848269e-04,4.719078112144463452e-04
1.250000000000000000e-01,-6.835983136810640844e-04,4.714379768881196654e-04
1.300000000000000044e-01,-6.824162673131168796e-04,4.702632575540463479e-04
1.350000000000000089e-01,-6.786175994073229958e-04,4.664833259205874603e-04
1.400000000000000133e-01,-6.756248969221501522e-04,4.637692600664519867e-04
1.449999999999999900e-01,-6.756081146188716450e-04,4.643678439366781714e-04
1.499999999999999944e-01,-6.779078619016137191e-04,4.673977824809216210e-04
1.549999999999999989e-01,-6.800958654062200194e-04,4.703419358813259836e-04
1.600000000000000033e-01,-6.804156487990038575e-04,4.715410680109038380e-04
1.650000000000000078e-01,-6.766657242542937047e-04,4.686245412334062960e-04
1.700000000000000122e-01,-6.702277684155814007e-04,4.627643743516160610e-04
1.750000000000000167e-01,-6.639237226035206050e-04,4.562819676006794889e-04
1.799999999999999933e-01,-6.590351947013775059e-04,4.503473486051523165e-04
1.849999999999999978e-01,-6.545509630935378081e-04,4.441344603626080608e-04
1.900000000000000022e-01,-6.452462721119424979e-04,4.335412581383116313e-04
1.950000000000000067e-01,-6.312754425088369084e-04,4.194683734205322239e-04
2.000000000000000111e-01,-6.212196186530131526e-04,4.101004533735657341e-04
2.050000000000000155e-01,-6.184484016857208846e-04,4.079648042588877583e-04
2.099999999999999922e-01,-6.217449072649510215e-04,4.114991244232857597e-04
2.149999999999999967e-01,-6.281639294931097009e-04,4.178515753151035078e-04
2.200000000000000011e-01,-6.321536988557356412e-04,4.216111711421730913e-04
2.250000000000000056e-01,-6.231732677671299528e-04,4.123636173329033928e-04
2.300000000000000100e-01,-6.115149835200947527e-04,4.007893846315942351e-04
2.350000000000000144e-01,-6.139914042184317676e-04,4.045843574115160065e-04
2.399999999999999911e-01,-6.245362169328399354e-04,4.184250793062797976e-04
2.449999999999999956e-01,-6.319250990105726136e-04,4.307253768616753505e-04
2.500000000000000000e-01,-6.405523217913182714e-04,4.424538190655528361e-04
2.550000000000000044e-01,-6.545111259982148814e-04,4.573098709062785533e-04
2.600000000000000089e-01,-6.690877946995084152e-04,4.723637388565951590e-04
2.650000000000000133e-01,-6.662396072635448988e-04,4.698349054256260502e-04
2.700000000000000178e-01,-6.445346248420333584e-04,4.473221698554608028e-04
2.750000000000000222e-01,-6.246041313434055105e-04,4.252634870321699619e-04
2.800000000000000266e-01,-6.234027147103161090e-04,4.202110860668122928e-04
2.850000000000000311e-01,-6.431048089524949709e-04,4.329496719870426350e-04
2.899999999999999800e-01,-6.497470230762971647e-04,4.322676783784697315e-04
2.949999999999999845e-01,-6.214153423492144602e-04,4.001630985658332675e-04
2.999999999999999889e-01,-5.402910190776893332e-04,3.187846318907924738e-04
3.049999999999999933e-01,-4.543702958173489711e-04,2.342500787675026947e-04
3.099999999999999978e-01,-4.260209100057856142e-04,2.109191878000751374e-04
3.150000000000000022e-01,-4.325599815061579819e-04,2.256421374500691679e-04
3.200000000000000067e-01,-4.273729872586997866e-04,2.296827049916292437e-04
3.250000000000000111e-01,-3.756772774085805782e-04,1.907028530860331887e-04
3.300000000000000155e-01,-3.342523831660357356e-04,1.642930400176763003e-04
3.350000000000000200e-01,-4.220320059364945963e-04,2.612654735022081455e-04
3.400000000000000244e-01,-5.960152555926592115e-04,4.347633595001757336e-04
3.450000000000000289e-01,-7.482571346006013915e-04,5.758651115341574013e-04
3.500000000000000333e-01,-8.110059761525342976e-04,6.211400240156962843e-04
3.549999999999999822e-01,-7.996269497066542517e-04,5.915696472112439222e-04
3.599999999999999867e-01,-7.021780476374145461e-04,4.846170588478482103e-04
3.649999999999999911e-01,-5.666402955370434960e-04,3.493752142440747057e-04
3.699999999999999956e-01,-4.485237816853339084e-04,2.379886856775578221e-04
3.750000000000000000e-01,-4.043739200237841253e-04,1.989968465194875405e-04
3.800000000000000044e-01,-4.225057805846063868e-04,2.177941064279826332e-04
3.850000000000000089e-01,-4.483588233018940996e-04,2.395293561080754448e-04
3.900000000000000133e-01,-4.579534239269372124e-04,2.429327177814909395e-04
3.950000000000000178e-01,-4.703442486835388578e-04,2.476102693070075171e-04
4.000000000000000222e-01,-5.047703053689006104e-04,2.752502365620842074e-04
4.050000000000000266e-01,-5.402720699856468963e-04,3.082638451471284144e-04
4.100000000000000311e-01,-5.210741463038740234e-04,2.982568480850038067e-04
4.150000000000000355e-01,-5.052462783754958255e-04,3.000935167796564226e-04
4.199999999999999845e-01,-5.863483899347806359e-04,4.014575984703093090e-04
4.249999999999999889e-01,-7.318844446490701964e-04,5.604470294244976109e-04
4.299999999999999933e-01,-8.526004030110440404e-04,6.844941714013347582e-04
4.349999999999999978e-01,-7.651754127482014939e-04,5.981132834655387455e-04
4.400000000000000022e-01,-4.933737957653004094e-04,3.320118894927942565e-04
4.450000000000000067e-01,-3.013060607067762401e-04,1.511825683340548704e-04
4.500000000000000111e-01,-2.952227970223570623e-04,1.516119910445075088e-04
4.550000000000000155e-01,-4.496885958439580033e-04,3.002686033950542101e-04
4.600000000000000200e-01,-6.451083359747556431e-04,4.775180322216893104e-04
4.650000000000000244e-01,-7.953818605598887096e-04,6.081919505376648600e-04
4.700000000000000289e-01,-8.151608427483745525e-04,6.184689211825943446e-04
4.750000000000000333e-01,-7.021390525925560230e-04,5.093485672208623643e-04
4.799999999999999822e-01,-4.883187486434540422e-04,3.083347670924961375e-04
4.849999999999999867e-01,-3.279919259792397077e-04,1.568848553104725506e-04
4.899999999999999911e-01,-2.839188338878246513e-04,1.134041015718150597e-04
4.949999999999999956e-01,-2.279816714397616306e-04,5.214929195373156087e-05
5.000000000000000000e-01,-1.163163373290010248e-04,-6.619002796904171636e-05
5.050000000000000044e-01,-7.986454181484241516e-05,-1.098378081227800913e-04
5.100000000000000089e-01,-2.172032573661130273e-04,2.517331811054181550e-05
5.150000000000000133e-01,-4.905793682549337018e-04,2.998263216597778051e-04
5.200000000000000178e-01,-6.688796608251276277e-04,4.737366742203137399e-04
5.250000000000000222e-01,-6.906496761759134319e-04,4.891861808075517260e-04
5.300000000000000266e-01,-6.866417968066087455e-04,4.857860265621400612e-04
5.350000000000000311e-01,-6.960099245807309159e-04,4.925964961546696339e-04
5.400000000000000355e-01,-5.843984856733607652e-04,3.701673197637953797e-04
5.450000000000000400e-01,-3.896643111258814209e-04,1.712083774845607855e-04
5.500000000000000444e-01,-2.574291232554472893e-04,4.385341286186860950e-05
5.550000000000000488e-01,-2.972895651283551425e-04,8.837217352804841678e-05
5.600000000000000533e-01,-4.380294814708120483e-04,2.313483006088537357e-04
5.650000000000000577e-01,-4.704242749933698121e-04,2.683772337128992216e-04
5.700000000000000622e-01,-4.110671428021526845e-04,2.268390292156295641e-04
5.750000000000000666e-01,-4.135092596524502580e-04,2.566614342778105319e-04
5.799999999999999600e-01,-4.284593385942456439e-04,2.959866708240194155e-04
5.849999999999999645e-01,-4.211981739973830858e-04,2.891375995466137646e-04
5.899999999999999689e-01,-6.261822811415788514e-04,4.718740057076716422e-04
5.949999999999999734e-01,-9.038881968402655937e-04,7.180852943303923409e-04
5.999999999999999778e-01,-9.030976916438449020e-04,6.928607012428285652e-04
6.049999999999999822e-01,-7.090712799326490297e-04,4.898499852672315085e-04
6.099999999999999867e-01,-5.574494941147203940e-04,3.417826482534986254e-04
6.149999999999999911e-01,-5.258416037715639771e-04,3.244279322335454204e-04
6.199999999999999956e-01,-5.948375429507410861e-04,4.233122033196803891e-04
6.250000000000000000e-01,-7.728358866240380050e-04,6.292733343978445561e-04
6.300000000000000044e-01,-9.527038489719588709e-04,8.118777345538841011e-04
6.350000000000000089e-01,-1.013335077935527580e-03,8.531013255357943826e-04
6.400000000000000133e-01,-7.043963688419600496e-04,5.169762852841797889e-04
6.450000000000000178e-01,-1.320226736969195712e-04,-6.340198502439389099e-05
6.500000000000000222e-01,4.206332361815270362e-04,-6.152747396536210845e-04
6.550000000000000266e-01,6.569866192824267998e-04,-8.751731274210087803e-04
6.600000000000000311e-01,5.275630586389524080e-04,-7.829956014288625300e-04
6.650000000000000355e-01,1.677779320936857938e-04,-4.472714074067267974e-04
6.700000000000000400e-01,-1.691311140845851938e-04,-1.111745105974338438e-04
6.750000000000000444e-01,-3.157875458561182716e-04,5.488516293543313116e-05
6.800000000000000488e-01,-4.120882868954342374e-04,1.928085853028495777e-04
6.850000000000000533e-01,-5.999279703110112173e-04,4.287041904598221423e-04
6.900000000000000577e-01,-6.881662440655737789e-04,5.505697815072509421e-04
6.950000000000000622e-01,-6.177800124303012112e-04,4.614632923396148195e-04
7.000000000000000666e-01,-4.538516355261256645e-04,2.394750803301173750e-04
7.049999999999999600e-01,-3.467562057547938842e-04,5.953522183056974681e-05
7.099999999999999645e-01,-3.609980014970579727e-04,2.925084206428731323e-05
7.149999999999999689e-01,-5.501667426272755825e-04,2.210824366481459126e-04
7.199999999999999734e-01,-8.491364257620692734e-04,5.621106549546313249e-04
7.249999999999999778e-01,-1.075851869663936849e-03,8.616412194492189007e-04
7.299999999999999822e-01,-1.155095088635147479e-03,1.048121336121783350e-03
7.349999999999999867e-01,-1.103227954274608145e-03,1.107264485272544752e-03
7.399999999999999911e-01,-8.744651264164513601e-04,9.591762831335311126e-04
7.449999999999999956e-01,-3.584716664050249303e-04,4.548421855851425295e-04
7.500000000000000000e-01,2.160690808130116857e-04,-1.599211305252008525e-04
7.550000000000000044e-01,6.725591700746394669e-04,-6.968237627378940638e-04
7.600000000000000089e-01,1.113869711330748614e-03,-1.229520346701543131e-03
7.650000000000000133e-01,1.388841171316639077e-03,-1.586106171603279217e-03
7.700000000000000178e-01,1.168405674411710470e-03,-1.425334816206343721e-03
7.750000000000000222e-01,4.658262034230757696e-04,-7.638194972207849442e-04
7.800000000000000266e-01,-5.902516977740378474e-04,2.872762302858253400e-04
7.850000000000000311e-01,-1.896690548117752062e-03,1.628224049441274373e-03
7.900000000000000355e-01,-2.763163496969016190e-03,2.561651015145611186e-03
7.950000000000000400e-01,-2.431874409409957426e-03,2.309037419215531975e-03
8.000000000000000444e-01,-1.403113540204077754e-03,1.347202075168146482e-03
8.050000000000000488e-01,-4.125006047081642368e-04,3.849052785192699322e-04
8.100000000000000533e-01,5.226739351276533463e-04,-5.604118963660914034e-04
8.150000000000000577e-01,1.308548167735482277e-03,-1.393483709631358281e-03
8.200000000000000622e-01,1.609115046734136464e-03,-1.758014087074597767e-03
8.250000000000000666e-01,1.497259851117684493e-03,-1.710276299482851002e-03
8.300000000000000711e-01,1.161655437426002257e-03,-1.425907530890060558e-03
8.349999999999999645e-01,8.508335780325707596e-04,-1.124543720836941336e-03
8.399999999999999689e-01,5.547623405370558959e-04,-7.666656031129350608e-04
8.449999999999999734e-01,2.890619275184558957e-05,-1.592650112494193248e-04
8.499999999999999778e-01,-3.599105145130475250e-04,2.859441494236603467e-04
8.549999999999999822e-01,-2.334219012313420907e-04,1.776150139031752685e-04
8.599999999999999867e-01,9.157001620593712440e-05,-1.664704629751570964e-04
8.649999999999999911e-01,2.194118083975291511e-04,-3.555339670684883849e-04
8.699999999999999956e-01,1.146847179511976131e-04,-3.099755012964416261e-04
8.750000000000000000e-01,-1.018142750056654004e-04,-1.257001752860089261e-04
8.800000000000000044e-01,-3.925937022702294366e-04,1.609021099669808190e-04
8.850000000000000089e-01,-8.313591737394613419e-04,6.127849608370315813e-04
8.900000000000000133e-01,-1.410239329085056711e-03,1.220712095257022855e-03
8.950000000000000178e-01,-2.069399436777201624e-03,1.927070024352004482e-03
9.000000000000000222e-01,-2.723986343496816783e-03,2.653557805311922580e-03
9.050000000000000266e-01,-3.231710696160410620e-03,3.264821813449661578e-03
9.100000000000000311e-01,-2.993287717599387755e-03,3.109852662125746781e-03
9.150000000000000355e-01,-1.911291495659249396e-03,2.028673509134472797e-03
9.200000000000000400e-01,-2.281621839389768854e-04,2.867833326421955083e-04
9.250000000000000444e-01,1.462047286411825636e-03,-1.466158202504370218e-03
9.300000000000000488e-01,2.902289344394676143e-03,-2.936877298631573093e-03
9.350000000000000533e-01,3.715295615947575465e-03,-3.767263723688469689e-03
9.400000000000000577e-01,3.687406184788530241e-03,-3.774703219234808605e-03
9.450000000000000622e-01,2.650079626414288125e-03,-2.817556884501869457e-03
9.500000000000000666e-01,1.011372706181223706e-03,-1.298309610534961441e-03
9.550000000000000711e-01,-9.092500028266196997e-04,5.216802657460005693e-04
9.599999999999999645e-01,-2.513896754259744345e-03,2.089126305465903184e-03
9.649999999999999689e-01,-3.159092533875760504e-03,2.802558018847206480e-03
9.699999999999999734e-01,-2.112493256545799804e-03,1.887976714499633264e-03
9.749999999999999778e-01,-5.527119623924854749e-04,4.607396313687297531e-04
9.799999999999999822e-01,1.782298727450886994e-04,-2.053653019520938045e-04
