70,  14.9450,  20.8722,   1.3966
70,  14.9450,  20.7619,   1.3892
70,  14.9450,  19.6672,   1.3160
70,  17.7350,  22.5671,   1.2725
70,  17.7350,  22.5805,   1.2732
70,  17.7350,  22.1625,   1.2496
70,  19.2300,  23.7411,   1.2346
70,  19.2300,  23.8544,   1.2405
70,  19.2300,  23.5588,   1.2251
70,  24.9900,  15.8944,   0.6360
70,  24.9900,  14.8441,   0.5940
70,  24.9900,  13.8623,   0.5547
70,  39.3800,  11.0705,   0.2811
70,  39.3800,  10.5763,   0.2686
70,  39.3800,  10.6992,   0.2717
70,  59.9800,  16.6211,   0.2771
70,  59.9800,  17.1507,   0.2859
70,  59.9800,  16.2346,   0.2707
70,  66.6800,  17.9647,   0.2694
70,  66.6800,  18.3211,   0.2748
70,  66.6800,  17.3389,   0.2600
70,  79.9800,  19.9752,   0.2498
70,  79.9800,  19.5826,   0.2448
70,  79.9800,  19.5332,   0.2442
70,  99.9500,  20.0755,   0.2009
70,  99.9500,  20.0228,   0.2003
70,  99.9500,  19.4015,   0.1941
