1,  14.9450,   0.3096,   0.0207
1,  14.9450,   0.2922,   0.0196
1,  14.9450,   0.2842,   0.0190
1,  17.7350,   0.3371,   0.0190
1,  17.7350,   0.3471,   0.0196
1,  17.7350,   0.3475,   0.0196
1,  19.2300,   0.3674,   0.0191
1,  19.2300,   0.3678,   0.0191
1,  19.2300,   0.3662,   0.0190
1,  24.9900,   0.2398,   0.0096
1,  24.9900,   0.2414,   0.0097
1,  24.9900,   0.2402,   0.0096
1,  39.3800,   0.1943,   0.0049
1,  39.3800,   0.1923,   0.0049
1,  39.3800,   0.1919,   0.0049
1,  59.9800,   0.2893,   0.0048
1,  59.9800,   0.2873,   0.0048
1,  59.9800,   0.2878,   0.0048
1,  66.6800,   0.3190,   0.0048
1,  66.6800,   0.3215,   0.0048
1,  66.6800,   0.3179,   0.0048
1,  79.9800,   0.3854,   0.0048
1,  79.9800,   0.3832,   0.0048
1,  79.9800,   0.3790,   0.0047
1,  99.9500,   0.3786,   0.0038
1,  99.9500,   0.3792,   0.0038
1,  99.9500,   0.3804,   0.0038
