30,  14.9450,   6.9182,   0.4629
30,  14.9450,   7.5301,   0.5039
30,  14.9450,   8.3511,   0.5588
30,  17.7350,  10.6317,   0.5995
30,  17.7350,  10.6908,   0.6028
30,  17.7350,  10.6013,   0.5978
30,  19.2300,  11.4541,   0.5956
30,  19.2300,  10.6950,   0.5562
30,  19.2300,  10.6764,   0.5552
30,  24.9900,   6.6820,   0.2674
30,  24.9900,   6.9079,   0.2764
30,  24.9900,   7.0528,   0.2822
30,  39.3800,   5.3319,   0.1354
30,  39.3800,   5.2535,   0.1334
30,  39.3800,   5.3208,   0.1351
30,  59.9800,   8.1590,   0.1360
30,  59.9800,   7.8672,   0.1312
30,  59.9800,   8.0507,   0.1342
30,  66.6800,   9.1655,   0.1375
30,  66.6800,   8.7161,   0.1307
30,  66.6800,   8.6355,   0.1295
30,  79.9800,  10.5635,   0.1321
30,  79.9800,  10.4289,   0.1304
30,  79.9800,  10.6148,   0.1327
30,  99.9500,  10.5117,   0.1052
30,  99.9500,  10.6657,   0.1067
30,  99.9500,  10.5032,   0.1051
