5,  14.9450,   1.1531,   0.0772
5,  14.9450,   1.0749,   0.0719
5,  14.9450,   1.0893,   0.0729
5,  17.7350,   1.3438,   0.0758
5,  17.7350,   1.3512,   0.0762
5,  17.7350,   1.3213,   0.0745
5,  19.2300,   1.3793,   0.0717
5,  19.2300,   1.4775,   0.0768
5,  19.2300,   1.3845,   0.0720
5,  24.9900,   0.9287,   0.0372
5,  24.9900,   0.9389,   0.0376
5,  24.9900,   0.9313,   0.0373
5,  39.3800,   0.7310,   0.0186
5,  39.3800,   0.7815,   0.0198
5,  39.3800,   0.7287,   0.0185
5,  59.9800,   1.1015,   0.0184
5,  59.9800,   1.0893,   0.0182
5,  59.9800,   1.0475,   0.0175
5,  66.6800,   1.1705,   0.0176
5,  66.6800,   1.1888,   0.0178
5,  66.6800,   1.1735,   0.0176
5,  79.9800,   1.4064,   0.0176
5,  79.9800,   1.4050,   0.0176
5,  79.9800,   1.4114,   0.0176
5,  99.9500,   1.3997,   0.0140
5,  99.9500,   1.4284,   0.0143
5,  99.9500,   1.4152,   0.0142
