50,  14.9450,  13.2669,   0.8877
50,  14.9450,  14.8545,   0.9939
50,  14.9450,  14.6975,   0.9834
50,  17.7350,  17.5905,   0.9919
50,  17.7350,  16.2270,   0.9150
50,  17.7350,  15.9318,   0.8983
50,  19.2300,  17.6098,   0.9157
50,  19.2300,  17.5002,   0.9100
50,  19.2300,  17.4405,   0.9069
50,  24.9900,  11.1528,   0.4463
50,  24.9900,  10.9483,   0.4381
50,  24.9900,  11.3201,   0.4530
50,  39.3800,   8.8547,   0.2249
50,  39.3800,   8.7478,   0.2221
50,  39.3800,   8.7739,   0.2228
50,  59.9800,  13.6349,   0.2273
50,  59.9800,  13.4530,   0.2243
50,  59.9800,  12.1167,   0.2020
50,  66.6800,  13.4020,   0.2010
50,  66.6800,  13.1722,   0.1975
50,  66.6800,  12.5736,   0.1886
50,  79.9800,  15.8049,   0.1976
50,  79.9800,  16.3108,   0.2039
50,  79.9800,  15.3581,   0.1920
50,  99.9500,  15.4644,   0.1547
50,  99.9500,  15.5233,   0.1553
50,  99.9500,  15.6690,   0.1568
