,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.020000000000000004,-0.02113,-0.00013461022397738553,-0.00014734135004961652,-0.00018016773739166006,-0.00028721417222437456,-0.0020249579323158677,0.0,0.0,0.0,0.0,0.0,11.485566462069865,0.0,0.0003420201415386053,3.609501002597796e-06,3.354036614446213e-06,0.00032390908303589364,0.037263881451318114
2,0.04000000000000002,0.02741,-0.00010242542828565321,-0.00012671603348770114,-0.0002924482588331709,-0.0017828914592521693,-0.005839857732183016,0.0,0.0,0.0,0.0,0.0,33.71756309585268,0.0,3.7604551043827025e-05,2.9218002902632308e-05,6.74718768680894e-05,0.0003042026081587772,-0.3874785055380137
3,0.06000000000000004,0.0257,0.00027998077622270676,0.00013896067653831543,-0.0008416459619468505,-0.0025403959335586097,0.010624988792043813,0.0,0.0,0.0,0.0,0.0,-31.72021776609941,0.0,0.0025029581972068025,9.549464815205376e-05,5.176587749022546e-05,0.002828354492236218,-0.032514992935868396
4,0.08000000000000006,-0.045360000000000004,-6.95409849682388e-05,-0.0007802831307319041,-0.0017636001109326144,0.00539044058012432,0.016740543784130354,0.0,0.0,0.0,0.0,0.0,-80.80269896975474,0.0,0.0003996792014282435,0.00023785994068034947,0.00037404320482281557,0.0018424994199746723,-0.29113288998163683
5,0.10000000000000007,-0.012740000000000001,-0.0012145382340687846,-0.0017263774322724742,0.0025181521994698426,0.011874944524133641,-0.014325494964664853,0.0,0.0,0.0,0.0,0.0,11.895519576646883,0.0,0.0020678887964635604,0.00035643228113520974,0.00018538200303652448,0.003574368740639578,-0.15599198843156603
6,0.12000000000000009,0.04382,-0.0016505511286112329,0.0015190195876272072,0.00905539090015079,-0.002871716333288747,-0.01972508063249613,0.0,0.0,0.0,0.0,0.0,56.60596169139898,0.0,0.00020937563030462,0.0004827586733899839,0.0003206288997561861,0.0023477591021552396,-0.3972584548769121
7,0.1400000000000001,-0.01409,0.00048028691024290873,0.006492105594146981,0.0020799166020677943,-0.016625515299181312,0.013553903957475357,0.0,0.0,0.0,0.0,0.0,-24.760088746072157,0.0,0.0007712931394788218,0.0006003733492770172,0.00021544532916722964,0.003181361605606,-0.33433127252349315
8,0.16000000000000011,-0.025860000000000005,0.005601415664825606,0.003102315218138224,-0.012335885543616832,-0.0011016609422017098,0.01066742176123819,0.0,0.0,0.0,0.0,0.0,-24.56512949570761,0.0,0.0006041582665283412,0.0006564060914292489,0.0002010350146290518,0.003064587110336315,-0.3541585711940182
9,0.18000000000000013,0.022969999999999997,0.008026751599161485,-0.00691240028480597,-0.007937976672575797,0.01231862705286134,-0.014331382845812805,0.0,0.0,0.0,0.0,0.0,36.58261796585103,0.0,0.0004276360574013287,0.0007526838582774524,0.00022341589428028036,0.003284731508253088,-0.40119629094723125
10,0.20000000000000015,7e-05,0.0005137067238025972,-0.006188317209184399,0.008411455320276639,-0.0022050805385887607,-0.004520473928914151,0.0,0.0,0.0,0.0,0.0,16.51325787899743,0.0,0.00029066831567701475,0.0008015815001972858,6.0935290789584176e-05,0.0030270525890070854,-0.44826816529686025
11,0.22000000000000017,-0.00019,-0.010076420403135698,0.006540259355018753,0.0075838477762319115,-0.010132825826430474,0.010406527326111026,0.0,0.0,0.0,0.0,0.0,-17.890547263073447,0.0,0.00011300022571286024,0.000847947492158935,0.0001903484423774845,0.003025508943340751,-0.448719233147976
12,0.24000000000000019,-0.00484,-0.00872241795742226,0.007393123103330463,-0.004035855355041453,0.005236293941160471,0.0046451426862419804,0.0,0.0,0.0,0.0,0.0,-18.697425771634496,0.0,0.0001225194056300118,0.0008730589191047668,0.00013607361936615606,0.0030085557585973408,-0.4533356655689476
13,0.2600000000000002,-0.01565,0.0021932816581393816,-0.008095696549114214,-0.0026663293786343134,0.012297050462063884,-0.007535357550432791,0.0,0.0,0.0,0.0,0.0,15.761192622029142,0.0,0.0006567486144329911,0.0009176356365286746,0.00013608833777231855,0.0035624107573809997,-0.3512192565404482
14,0.2800000000000002,0.02974,0.005699267511726291,-0.011166333065708241,0.0038437383554730323,-0.0022676497016828577,-0.0047783883224404335,0.0,0.0,0.0,0.0,0.0,35.89117202169734,0.0,0.0001413455128201798,0.0009732223251589071,0.00015660216585951326,0.0033133132219646294,-0.44544676412644807
15,0.3000000000000002,-0.016540000000000003,-0.0012553058454421,0.004940097509686655,-0.002619242210770258,-0.012300043004097701,0.010826133995862044,0.0,0.0,0.0,0.0,0.0,1.6906085567120286,0.0,0.0001367673546504885,0.0010191070420022003,0.00015788782918663496,0.0034636776174138744,-0.45001412097542304
16,0.32000000000000023,-0.01111,-0.003912097870510251,0.009896182810558188,-0.009077171091685501,-0.0028226692726072596,-0.002048048268756226,0.0,0.0,0.0,0.0,0.0,32.97014728902435,0.0,0.0003962091466595654,0.001044442831290921,0.00014695925133092339,0.0037439726388184477,-0.4044504340331331
17,0.34000000000000025,0.014950000000000001,0.0019412641965835808,-0.004805484846792645,0.0001819072783209863,0.0028717988040278496,-0.016310737439363256,0.0,0.0,0.0,0.0,0.0,66.74198330990522,0.0,0.00010982311716121614,0.0010922058545996861,0.00027910200543632867,0.0037239303039792613,-0.43088816934641233
18,0.36000000000000026,-0.00403,0.002851890433131412,-0.01032441755836995,0.006296408428853679,-0.003988252321930204,-0.002271171602790763,0.0,0.0,0.0,0.0,0.0,30.783146451378123,0.0,0.00019416797845520835,0.0011195094750683233,0.00016852488181810834,0.0037441834032648632,-0.43280025261325794
19,0.3800000000000003,-0.02702,-0.004460328008911826,0.0017378612234910037,-0.00426588553076827,-0.0039799493639484824,0.00636692369775382,0.0,0.0,0.0,0.0,0.0,19.049704847068746,0.0,0.0006478554314771535,0.0011525247050455125,0.0001802511920976319,0.004225464057221552,-0.36171418404597167
