20,  14.9450,   3.9859,   0.2667
20,  14.9450,   4.0262,   0.2694
20,  14.9450,   3.9758,   0.2660
20,  17.7350,   4.6765,   0.2637
20,  17.7350,   4.6909,   0.2645
20,  17.7350,   4.8247,   0.2720
20,  19.2300,   5.1460,   0.2676
20,  19.2300,   5.1636,   0.2685
20,  19.2300,   5.1129,   0.2659
20,  24.9900,   3.3816,   0.1353
20,  24.9900,   3.3502,   0.1341
20,  24.9900,   3.3383,   0.1336
20,  39.3800,   2.7255,   0.0692
20,  39.3800,   2.6310,   0.0668
20,  39.3800,   2.6904,   0.0683
20,  59.9800,   3.9909,   0.0665
20,  59.9800,   4.0177,   0.0670
20,  59.9800,   3.9530,   0.0659
20,  66.6800,   4.5063,   0.0676
20,  66.6800,   4.4980,   0.0675
20,  66.6800,   4.6873,   0.0703
20,  79.9800,   5.6294,   0.0704
20,  79.9800,   5.4821,   0.0685
20,  79.9800,   5.5424,   0.0693
20,  99.9500,   5.4582,   0.0546
20,  99.9500,   5.5446,   0.0555
20,  99.9500,   5.2218,   0.0522
