90,  14.9450,  26.6953,   1.7862
90,  14.9450,  25.4449,   1.7026
90,  14.9450,  24.3413,   1.6287
90,  17.7350,  28.8575,   1.6272
90,  17.7350,  28.7475,   1.6209
90,  17.7350,  28.1126,   1.5851
90,  19.2300,  30.4612,   1.5840
90,  19.2300,  29.7300,   1.5460
90,  19.2300,  27.3298,   1.4212
90,  24.9900,  16.9854,   0.6797
90,  24.9900,  17.6436,   0.7060
90,  24.9900,  18.0447,   0.7221
90,  39.3800,  13.4199,   0.3408
90,  39.3800,  13.7674,   0.3496
90,  39.3800,  13.5178,   0.3433
90,  59.9800,  20.7223,   0.3455
90,  59.9800,  19.2499,   0.3209
90,  59.9800,  18.7550,   0.3127
90,  66.6800,  20.8383,   0.3125
90,  66.6800,  21.1426,   0.3171
90,  66.6800,  20.5401,   0.3080
90,  79.9800,  24.8398,   0.3106
90,  79.9800,  24.8834,   0.3111
90,  79.9800,  24.2232,   0.3029
90,  99.9500,  23.4188,   0.2343
90,  99.9500,  24.4636,   0.2448
90,  99.9500,  24.0409,   0.2405
