,0
0,0.0
1,0.0006597345874801928
2,0.0013194699563177875
3,0.0019792068878670987
4,0.0026389461634762756
5,0.0032986885644842078
6,0.003958434872217452
7,0.004618185867987133
8,0.005277942333085866
9,0.0059377050487846705
10,0.006597474796329883
11,0.007257252356940057
12,0.007917038511802896
13,0.008576834042072145
14,0.009236639728864512
15,0.009896456353256564
16,0.010556284696281655
17,0.011216125538926808
18,0.011875979662129632
19,0.012535847846775226
20,0.013195730873693082
21,0.013855629523653972
22,0.014515544577366863
23,0.01517547681547581
24,0.015835427018556843
25,0.01649539596711488
26,0.017155384441580577
27,0.017815393222307258
28,0.018475423089567785
29,0.019135474823551452
30,0.01979554920436083
31,0.020455647012008714
32,0.021115769026414936
33,0.021775916027403277
34,0.022436088794698307
35,0.023096288107922306
36,0.023756514746592055
37,0.024416769490115783
38,0.025077053117789953
39,0.025737366408796154
40,0.026397710142197973
41,0.027058085096937794
42,0.027718492051833684
43,0.028378931785576225
44,0.02903940507672535
45,0.029699912703707202
46,0.030360455444810936
47,0.031021034078185506
48,0.031681649381836624
49,0.03234230213362346
50,0.033002993111255485
51,0.033663723092289294
52,0.03432449285412541
53,0.03498530317400511
54,0.03564615482900718
55,0.036307048596044764
56,0.03696798525186206
57,0.03762896557303125
58,0.038289990335949105
59,0.03895106031683391
60,0.03961217629172219
61,0.040273339036465385
62,0.04093454932672676
63,0.041595807937978034
64,0.04225711564549621
65,0.0429184732243603
66,0.04357988144944799
67,0.0442413410954325
68,0.0449028529367792
69,0.04556441774774242
70,0.04622603630236205
71,0.046887709374460435
72,0.047549437737638846
73,0.04821122216527438
74,0.04887306343051651
75,0.04953496230628389
76,0.05019691956526092
77,0.05085893597989447
78,0.0515210123223906
79,0.05218314936471107
80,0.05284534787857018
81,0.05350760863543129
82,0.05416993240650345
83,0.05483231996273815
84,0.05549477207482583
85,0.0561572895131925
86,0.05681987304799643
87,0.057482523449124696
88,0.05814524148618982
89,0.05880802792852627
90,0.05947088354518717
91,0.060133809104940705
92,0.060796805376266895
93,0.06145987312735392
94,0.06212301312609493
95,0.06278622614008433
96,0.06344951293661455
97,0.0641128742826723
98,0.06477631094493541
99,0.06543982368976903
100,0.06610341328322235
101,0.06676708049102505
102,0.06743082607858365
103,0.06809465081097818
104,0.0687585554529585
105,0.0694225407689408
106,0.07008660752300416
107,0.07075075647888676
108,0.07141498839998249
109,0.07207930404933745
110,0.07274370418964603
111,0.07340818958324767
112,0.07407276099212307
113,0.07473741917789065
114,0.07540216490180283
115,0.07606699892474253
116,0.07673192200721937
117,0.0773969349093662
118,0.07806203839093526
119,0.0787272332112946
120,0.07939252012942451
121,0.08005789990391352
122,0.08072337329295504
123,0.08138894105434338
124,0.08205460394547022
125,0.08272036272332071
126,0.08338621814446995
127,0.0840521709650789
128,0.08471822194089106
129,0.08538437182722826
130,0.0860506213789871
131,0.08671697135063518
132,0.0873834224962072
133,0.08804997556930125
134,0.08871663132307468
135,0.08938339051024079
136,0.09005025388306442
137,0.09071722219335848
138,0.09138429619247994
139,0.09205147663132594
140,0.0927187642603298
141,0.0933861598294573
142,0.0940536640882027
143,0.09472127778558476
144,0.0953890016701427
145,0.09605683648993255
146,0.09672478299252288
147,0.097392841924991
148,0.09806101403391886
149,0.09872930006538912
150,0.09939770076498118
151,0.10006621687776693
152,0.10073484914830702
153,0.10140359832064659
154,0.10207246513831131
155,0.10274145034430317
156,0.1034105546810967
157,0.10407977889063438
158,0.10474912371432311
159,0.10541858989302952
160,0.10608817816707614
161,0.10675788927623742
162,0.10742772395973503
163,0.10809768295623419
164,0.10876776700383928
165,0.10943797684008946
166,0.11010831320195491
167,0.11077877682583215
168,0.11144936844753998
169,0.11212008880231517
170,0.11279093862480831
171,0.11346191864907947
172,0.1141330296085938
173,0.11480427223621724
174,0.11547564726421249
175,0.11614715542423412
176,0.11681879744732483
177,0.11749057406391039
178,0.11816248600379618
179,0.11883453399616173
180,0.1195067187695573
181,0.12017904105189862
182,0.1208515015704631
183,0.12152410105188488
184,0.12219684022215099
185,0.122869719806596
186,0.12354274052989839
187,0.1242159031160754
188,0.12488920828847884
189,0.12556265676979061
190,0.12623624928201774
191,0.12690998654648838
192,0.12758386928384663
193,0.12825789821404854
194,0.12893207405635698
195,0.12960639752933734
196,0.13028086935085284
197,0.13095549023805952
198,0.13163026090740232
199,0.1323051820746095
200,0.13298025445468858
201,0.13365547876192146
202,0.1343308557098596
203,0.13500638601131917
204,0.1356820703783766
205,0.13635790952236357
206,0.1370339041538623
207,0.13771005498270064
208,0.13838636271794744
209,0.13906282806790743
210,0.13973945174011668
211,0.1404162344413375
212,0.1410931768775536
213,0.14177027975396517
214,0.14244754377498411
215,0.14312496964422888
216,0.14380255806451964
217,0.14448030973787337
218,0.14515822536549874
219,0.14583630564779115
220,0.1465145512843279
221,0.1471929629738627
222,0.14787154141432118
223,0.14855028730279532
224,0.14922920133553894
225,0.1499082842079619
226,0.1505875366146256
227,0.15126695924923747
228,0.1519465528046461
229,0.1526263179728358
230,0.15330625544492157
231,0.15398636591114404
232,0.15466665006086386
233,0.15534710858255682
234,0.1560277421638086
235,0.1567085514913093
236,0.15738953725084825
237,0.15807070012730878
238,0.1587520408046627
239,0.15943355996596537
240,0.16011525829335005
241,0.16079713646802243
242,0.16147919517025544
243,0.16216143507938405
244,0.16284385687379938
245,0.16352646123094364
246,0.16420924882730437
247,0.1648922203384095
248,0.16557537643882128
249,0.16625871780213106
250,0.1669422451009537
251,0.16762595900692234
252,0.16830986019068206
253,0.16899394932188544
254,0.16967822706918595
255,0.1703626941002329
256,0.1710473510816657
257,0.1717321986791081
258,0.17241723755716284
259,0.1731024683794057
260,0.1737878918083796
261,0.17447350850558963
262,0.17515931913149668
263,0.17584532434551178
264,0.17653152480599074
265,0.1772179211702278
266,0.17790451409445007
267,0.17859130423381217
268,0.17927829224238967
269,0.1799654787731737
270,0.18065286447806492
271,0.1813404500078676
272,0.182028236012284
273,0.18271622313990807
274,0.18340441203821986
275,0.18409280335357928
276,0.18478139773122024
277,0.1854701958152448
278,0.18615919824861696
279,0.18684840567315678
280,0.18753781872953412
281,0.18822743805726308
282,0.18891726429469535
283,0.18960729807901425
284,0.1902975400462292
285,0.19098799083116844
286,0.1916786510674742
287,0.19236952138759564
288,0.19306060242278292
289,0.19375189480308105
290,0.19444339915732364
291,0.19513511611312662
292,0.19582704629688233
293,0.1965191903337526
294,0.19721154884766304
295,0.19790412246129635
296,0.1985969117960865
297,0.19928991747221175
298,0.19998314010858875
299,0.20067658032286612
300,0.20137023873141788
301,0.2020641159493369
302,0.2027582125904294
303,0.2034525292672071
304,0.2041470665908819
305,0.2048418251713587
306,0.20553680561722965
307,0.20623200853576668
308,0.2069274345329157
309,0.2076230842132899
310,0.20831895818016302
311,0.20901505703546294
312,0.2097113813797648
313,0.2104079318122849
314,0.21110470893087363
315,0.21180171333200884
