IJK, RMBM, TBX, ZETABX, RTYTXB, RZXZYB, BT, G2, A, NT, F0, G1, KG, CG, DG
1, 1.0, 2.5, 0.0, 1.0, 1.0, 99.0, 99.0, 99.0


