10,  14.9450,   2.0473,   0.1370
10,  14.9450,   2.0024,   0.1340
10,  14.9450,   2.0982,   0.1404
10,  17.7350,   2.5368,   0.1430
10,  17.7350,   2.4295,   0.1370
10,  17.7350,   2.4455,   0.1379
10,  19.2300,   2.6701,   0.1388
10,  19.2300,   2.7131,   0.1411
10,  19.2300,   2.6699,   0.1388
10,  24.9900,   1.7170,   0.0687
10,  24.9900,   1.7098,   0.0684
10,  24.9900,   1.7060,   0.0683
10,  39.3800,   1.3534,   0.0344
10,  39.3800,   1.3302,   0.0338
10,  39.3800,   1.3831,   0.0351
10,  59.9800,   2.0298,   0.0338
10,  59.9800,   2.0264,   0.0338
10,  59.9800,   2.0764,   0.0346
10,  66.6800,   2.3581,   0.0354
10,  66.6800,   2.3409,   0.0351
10,  66.6800,   2.3300,   0.0349
10,  79.9800,   2.7233,   0.0340
10,  79.9800,   2.6685,   0.0334
10,  79.9800,   2.6838,   0.0336
10,  99.9500,   2.6966,   0.0270
10,  99.9500,   2.6846,   0.0269
10,  99.9500,   2.7036,   0.0270
