Time,AAX-1,AAY1
0.0,0.0,0.0
0.020000000000000004,0.11834594121445952,0.11834594121445952
0.04000000000000002,0.6492489969957604,0.6492489969957604
0.06000000000000004,1.3829158914396193,1.3829158914396193
0.08000000000000006,1.8634201934191619,1.8634201934191619
0.10000000000000007,2.005594424991937,2.005594424991937
0.12000000000000009,2.158289640823679,2.158289640823679
0.1400000000000001,2.597168420084295,2.597168420084295
0.16000000000000011,3.1723345548278954,3.1723345548278954
0.18000000000000013,3.549767998892566,3.549767998892566
0.20000000000000015,3.6633865307434084,3.6633865307434084
0.22000000000000017,3.7664136473995864,3.7664136473995864
0.24000000000000019,4.062626195346512,4.062626195346512
0.2600000000000002,4.445429523066474,4.445429523066474
0.2800000000000002,4.670613103040343,4.670613103040343
0.3000000000000002,4.687571492878357,4.687571492878357
0.32000000000000023,4.680592006970839,4.680592006970839
0.34000000000000025,4.800805034216434,4.800805034216434
0.36000000000000026,4.973028158328971,4.973028158328971
0.3800000000000003,5.019299677841585,5.019299677841585
0.4000000000000003,4.901521256971761,4.901521256971761
0.4200000000000003,4.75436324230632,4.75436324230632
0.44000000000000034,4.6904466798279945,4.6904466798279945
0.46000000000000035,4.657393464831569,4.657393464831569
0.48000000000000037,4.526101658742244,4.526101658742244
0.5000000000000003,4.2684683793767055,4.2684683793767055
0.5200000000000004,3.9834275861615165,3.9834275861615165
0.5400000000000004,3.7553779284439757,3.7553779284439757
0.5600000000000004,3.5484162219969404,3.5484162219969404
0.5800000000000004,3.269371843995359,3.269371843995359
0.6000000000000004,2.897957129089064,2.897957129089064
0.6200000000000004,2.5072455339566555,2.5072455339566555
0.6400000000000005,2.160808124432903,2.160808124432903
0.6600000000000005,1.834478111656853,1.834478111656853
0.6800000000000005,1.4613273869250896,1.4613273869250896
0.7000000000000005,1.02696268937082,1.02696268937082
0.7200000000000005,0.585547248871539,0.585547248871539
0.7400000000000005,0.18507420340680053,0.18507420340680053
0.7600000000000006,-0.1904891469149461,-0.1904891469149461
0.7800000000000006,-0.5891342170724234,-0.5891342170724234
0.8000000000000006,-1.0210457617029556,-1.0210457617029556
0.8200000000000006,-1.4461227323612935,-1.4461227323612935
0.8400000000000006,-1.828254315732113,-1.828254315732113
0.8600000000000007,-2.1780924956036927,-2.1780924956036927
0.8800000000000007,-2.530206058266589,-2.530206058266589
0.9000000000000007,-2.8920121799814775,-2.8920121799814775
0.9200000000000007,-3.234093013244955,-3.234093013244955
0.9400000000000007,-3.5296088100843797,-3.5296088100843797
0.9600000000000007,-3.7859089830327846,-3.7859089830327846
0.9800000000000008,-4.02826663501991,-4.02826663501991
1.0000000000000007,-4.262499051389831,-4.262499051389831
1.0200000000000007,-4.4674769962271785,-4.4674769962271785
1.0400000000000007,-4.623736469866325,-4.623736469866325
1.0600000000000007,-4.736831471692225,-4.736831471692225
1.0800000000000007,-4.825760058902489,-4.825760058902489
1.1000000000000008,-4.8956046759166965,-4.8956046759166965
1.1200000000000008,-4.9317521598188465,-4.9317521598188465
1.1400000000000008,-4.920656428016299,-4.920656428016299
1.1600000000000008,-4.867082108326149,-4.867082108326149
1.1800000000000008,-4.7858722554077096,-4.7858722554077096
1.2000000000000008,-4.681921467828189,-4.681921467828189
1.2200000000000009,-4.545724853728551,-4.545724853728551
1.2400000000000009,-4.368437939836614,-4.368437939836614
1.260000000000001,-4.154602354344775,-4.154602354344775
1.280000000000001,-3.9162919293297294,-3.9162919293297294
1.300000000000001,-3.6584517208593237,-3.6584517208593237
1.320000000000001,-3.3754761150451382,-3.3754761150451382
1.340000000000001,-3.062126709940033,-3.062126709940033
1.360000000000001,-2.7229184457343494,-2.7229184457343494
1.380000000000001,-2.367957868323229,-2.367957868323229
1.400000000000001,-2.002209164351604,-2.002209164351604
1.420000000000001,-1.6228677068657587,-1.6228677068657587
1.440000000000001,-1.22727125586147,-1.22727125586147
1.460000000000001,-0.8198195081947004,-0.8198195081947004
1.480000000000001,-0.4090165789259327,-0.4090165789259327
1.500000000000001,0.0003879576614531343,0.0003879576614531343
1.5200000000000011,0.4094110920717586,0.4094110920717586
1.5400000000000011,0.819105729987246,0.819105729987246
1.5600000000000012,1.2254608885294587,1.2254608885294587
1.5800000000000012,1.6215013535821234,1.6215013535821234
1.6000000000000012,2.00304045542943,2.00304045542943
1.6200000000000012,2.370217235067497,2.370217235067497
1.6400000000000012,2.7233452067208246,2.7233452067208246
1.6600000000000013,3.05915312993721,3.05915312993721
1.6800000000000013,3.3722724149230823,3.3722724149230823
1.7000000000000013,3.6594455696395296,3.6594455696395296
1.7200000000000013,3.9206959510853747,3.9206959510853747
1.7400000000000013,4.156318772330658,4.156318772330658
1.7600000000000013,4.364107834758924,4.364107834758924
1.7800000000000014,4.54040495015661,4.54040495015661
1.8000000000000014,4.683174948579488,4.683174948579488
1.8200000000000014,4.792890896674643,4.792890896674643
1.8400000000000014,4.870349921564076,4.870349921564076
1.8600000000000014,4.914624026337751,4.914624026337751
1.8800000000000014,4.923795572449242,4.923795572449242
1.9000000000000015,4.897199854001618,4.897199854001618
1.9200000000000015,4.836090128936234,4.836090128936234
1.9400000000000015,4.742048441203087,4.742048441203087
1.9600000000000015,4.615467821954448,4.615467821954448
1.9800000000000015,4.4560627147311465,4.4560627147311465
2.0000000000000013,4.264500272990403,4.264500272990403
2.019999999999999,4.042895673263189,4.042895673263189
2.039999999999997,3.7936522820374923,3.7936522820374923
2.0599999999999947,3.518334172346395,3.518334172346395
2.0799999999999925,3.218015836909651,3.218015836909651
2.0999999999999903,2.8944653544461154,2.8944653544461154
2.119999999999988,2.5505100502232834,2.5505100502232834
2.139999999999986,2.1891872952573235,2.1891872952573235
2.1599999999999837,1.8129047046548794,1.8129047046548794
2.1799999999999815,1.423676308002986,1.423676308002986
2.1999999999999793,1.0239784754337131,1.0239784754337131
2.219999999999977,0.6170180590579059,0.6170180590579059
2.239999999999975,0.20610928909366788,0.20610928909366788
2.2599999999999727,-0.20595255544080593,-0.20595255544080593
2.2799999999999705,-0.6167335444281453,-0.6167335444281453
2.2999999999999683,-1.0235425068869806,-1.0235425068869806
2.319999999999966,-1.4232345412820564,-1.4232345412820564
2.339999999999964,-1.8126679219114856,-1.8126679219114856
2.3599999999999617,-2.18917040706566,-2.18917040706566
2.3799999999999595,-2.5504341458471074,-2.5504341458471074
2.3999999999999573,-2.894067516499489,-2.894067516499489
2.419999999999955,-3.217449624803667,-3.217449624803667
2.439999999999953,-3.5180634466022207,-3.5180634466022207
2.4599999999999507,-3.7938406976890873,-3.7938406976890873
2.4799999999999485,-4.043089998125765,-4.043089998125765
2.4999999999999463,-4.264169578101159,-4.264169578101159
